_action_text,_bill,_committees,_date,_status,_time,_type
Committee on Homeland Security and Governmental Affairs. Hearings held. Hearings printed: S.Hrg. 112-220.,s299,SSGA,2011-01-23,,,hearings
Committee on Homeland Security and Governmental Affairs. Hearings held. Hearings printed: S.Hrg. 112-220.,s299,SSGA,2011-01-20,,,hearings
Sponsor introductory remarks on measure.,s300,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s300,SSGA,2011-01-08,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s300,SSGA,2011-01-13,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman with amendments. With written report No. 112-37.,s300,SSGA,2011-01-18,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 104.,s300,,2011-01-18,,,calendar
Passed Senate with amendments by Unanimous Consent.,s300,,2011-01-22,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s300,,2011-01-22,,,action
Received in the House.,s300,,2011-01-25,,12:17:00,action
"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned.",s300,HSGO,2011-01-25,,,referral
Referred to House Oversight and Government Reform,s300,HSGO,2011-01-25,,,referral
Referred to House Armed Services,s300,HSAS,2011-01-25,,,referral
Referred to the Subcommittee on Readiness.,s300,,2011-01-20,,,referral
Ordered to be Reported by Unanimous Consent.,s300,,2011-01-13,,,calendar
"Reported by the Committee on Oversight and Government Reform. H. Rept. 112-376, Part I.",s300,HSGO,2012-01-27,,14:54:00,action
Committee on Armed Services discharged.,s300,,2012-01-27,,14:55:00,action
"Placed on the Union Calendar, Calendar No. 257.",s300,,2012-01-27,,14:57:00,calendar
"Mr. Chaffetz moved to suspend the rules and pass the bill, as amended.",s300,,2012-01-31,,15:53:00,action
Considered under suspension of the rules.,s300,,2012-01-31,,15:53:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 300.,s300,,2012-01-31,,15:53:00,action
"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mrs. Maloney objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was withdrawn.",s300,,2012-01-31,,15:59:00,action
Considered as unfinished business.,s300,,2012-01-01,,18:34:00,action
"On motion to suspend the rules and pass the bill, as amended Agreed to by voice vote.",s300,,2012-01-01,PASS_BACK:HOUSE,18:34:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s300,,2012-01-01,,18:34:00,action
Message on House action received in Senate and at desk: House amendment to Senate bill.,s300,,2012-01-02,,,action
Senate agreed to the House amendment by Unanimous Consent.,s300,,2012-01-22,PASSED:BILL,,vote
Message on Senate action sent to the House.,s300,,2012-01-24,,,action
Presented to President.,s300,,2012-01-25,,,topresident
Signed by President.,s300,,2012-01-05,ENACTED:SIGNED,,signed
Became Public Law No: 112-194.,s300,,2012-01-05,,,enacted
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s301,SSCM,2011-01-08,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s302,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s302,SSEG,2011-01-08,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 112-124.,s302,SSEG,2011-01-11,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s302,SSEG,2011-01-10,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman under authority of the order of the Senate of 12/17/2011 without amendment. With written report No. 112-107.,s302,SSEG,2012-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 269.,s302,,2012-01-13,,,calendar
Passed Senate without amendment by Unanimous Consent.,s302,,2013-01-01,PASS_OVER:SENATE,,vote
Received in the House.,s302,,2013-01-01,,12:02:00,action
Message on Senate action sent to the House.,s302,,2013-01-01,,,action
Held at the desk.,s302,,2013-01-01,,13:26:00,action
Sponsor introductory remarks on measure.,s303,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s303,SSEG,2011-01-08,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-642.,s303,SSEG,2012-01-22,,,hearings
Sponsor introductory remarks on measure.,s304,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s304,SSEG,2011-01-08,REFERRED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s305,SSCM,2011-01-08,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s306,SSJU,2011-01-08,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s307,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Environment and Public Works.,s307,SSEV,2011-01-08,REFERRED,,referral
Senate Committee on Environment and Public Works discharged by Unanimous Consent.,s307,SSEV,2011-01-17,,,action
Passed Senate without amendment by Unanimous Consent.,s307,,2011-01-17,PASS_OVER:SENATE,,vote
Received in the House.,s307,,2011-01-18,,12:45:00,action
Message on Senate action sent to the House.,s307,,2011-01-18,,,action
Referred to the House Committee on Transportation and Infrastructure.,s307,HSPW,2011-01-18,,,referral
"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management.",s307,,2011-01-19,,,referral
"Subcommittee on Economic Development, Public Buildings and Emergency Management Discharged.",s307,,2011-01-16,,,action
Committee Consideration and Mark-up Session Held.,s307,,2011-01-16,,,action
Ordered to be Reported by Voice Vote.,s307,,2011-01-16,,,calendar
Reported by the Committee on Transportation and Infrastructure. H. Rept. 112-59.,s307,HSPW,2011-01-12,,14:13:00,action
"Placed on the House Calendar, Calendar No. 28.",s307,,2011-01-12,,14:13:00,calendar
Mr. Crawford moved to suspend the rules and pass the bill.,s307,,2011-01-12,,17:13:00,action
Considered under suspension of the rules.,s307,,2011-01-12,,17:13:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 307.,s307,,2011-01-12,,17:13:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s307,,2011-01-12,,17:24:00,action
Considered as unfinished business.,s307,,2011-01-12,,18:56:00,action
"On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 408 - 3, 1 Present (Roll no. 255).",s307,,2011-01-12,PASSED:BILL,19:03:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s307,,2011-01-12,,19:03:00,action
Presented to President.,s307,,2011-01-14,,,topresident
Signed by President.,s307,,2011-01-25,ENACTED:SIGNED,,signed
Became Public Law No: 112-11.,s307,,2011-01-25,,,enacted
Read twice and referred to the Committee on Finance.,s308,SSFI,2011-01-08,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s309,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s309,SSFI,2011-01-08,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s310,SSFI,2011-01-08,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s311,,2011-01-08,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s311,SSFI,2011-01-08,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s312,SSFI,2011-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s313,,2011-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s313,SSEG,2011-01-10,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 112-124.,s313,SSEG,2011-01-11,,,hearings
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s314,SSHR,2011-01-10,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s315,SSJU,2011-01-10,INTRODUCED,,referral
Read twice and referred to the Committee on Armed Services.,s316,SSAS,2011-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s317,,2011-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s317,SSBK,2011-01-10,REFERRED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s318,SSCM,2011-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s319,,2011-01-10,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s319,SSHR,2011-01-10,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s320,SSJU,2011-01-10,INTRODUCED,,referral
Read twice and referred to the Committee on Environment and Public Works.,s321,SSEV,2011-01-10,INTRODUCED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s322,SSEG,2011-01-10,INTRODUCED,,referral
Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-39.,s322,SSEG,2011-01-18,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s322,SSEG,2011-01-10,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman under authority of the order of the Senate of 12/17/2011 without amendment. With written report No. 112-108.,s322,SSEG,2012-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 270.,s322,,2012-01-13,,,calendar
Read twice and referred to the Committee on Energy and Natural Resources.,s323,SSEG,2011-01-10,INTRODUCED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 112-124.,s323,SSEG,2011-01-11,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s323,SSEG,2011-01-10,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman under authority of the order of the Senate of 12/17/2011 without amendment. With written report No. 112-109.,s323,SSEG,2012-01-13,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 271.,s323,,2012-01-13,,,calendar
Sponsor introductory remarks on measure.,s324,,2011-01-10,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s324,SSEG,2011-01-10,REFERRED,,referral
Committee on Energy and Natural Resources Subcommittee on National Parks. Hearings held. With printed Hearing: S.Hrg. 112-214.,s324,SSEG,2011-01-28,,,hearings
Read twice and referred to the Committee on Armed Services.,s325,SSAS,2011-01-10,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s326,SSCM,2011-01-10,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s327,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Veterans' Affairs.,s327,SSVA,2011-01-14,REFERRED,,referral
Read twice and referred to the Committee on Finance.,s328,SSFI,2011-01-14,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s329,SSJU,2011-01-14,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s330,SSCM,2011-01-14,INTRODUCED,,referral
Read twice and referred to the Committee on Rules and Administration.,s331,SSRA,2011-01-14,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s332,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s332,SSJU,2011-01-14,REFERRED,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s333,SSEG,2011-01-14,INTRODUCED,,referral
Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 112-63.,s333,SSEG,2011-01-19,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s333,SSEG,2011-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman under authority of the order of the Senate of 08/02/2011 without amendment. With written report No. 112-53.,s333,SSEG,2011-01-30,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 133.,s333,,2011-01-30,,,calendar
Passed Senate without amendment by Unanimous Consent.,s333,,2011-01-18,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s333,,2011-01-19,,,action
Received in the House.,s333,,2011-01-21,,09:33:00,action
Referred to the House Committee on Energy and Commerce.,s333,HSIF,2011-01-21,,,referral
Referred to the Subcommittee on Energy and Power.,s333,,2011-01-21,,,referral
Read twice and referred to the Committee on Energy and Natural Resources.,s334,SSEG,2011-01-14,INTRODUCED,,referral
Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held. With printed Hearing: S.Hrg. 112-63.,s334,SSEG,2011-01-19,,,hearings
Committee on Energy and Natural Resources. Ordered to be reported without amendment favorably.,s334,SSEG,2011-01-14,REPORTED,,calendar
Committee on Energy and Natural Resources. Reported by Senator Bingaman under authority of the order of the Senate of 08/02/2011 without amendment. With written report No. 112-54.,s334,SSEG,2011-01-30,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 134.,s334,,2011-01-30,,,calendar
Passed Senate without amendment by Unanimous Consent.,s334,,2011-01-18,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s334,,2011-01-19,,,action
Received in the House.,s334,,2011-01-21,,09:33:00,action
Referred to the House Committee on Energy and Commerce.,s334,HSIF,2011-01-21,,,referral
Referred to the Subcommittee on Energy and Power.,s334,,2011-01-21,,,referral
Read twice and referred to the Committee on the Judiciary.,s335,SSJU,2011-01-14,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s336,SSFI,2011-01-14,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s337,SSJU,2011-01-14,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s338,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s338,SSEG,2011-01-14,REFERRED,,referral
Sponsor introductory remarks on measure.,s339,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s339,SSFI,2011-01-14,REFERRED,,referral
Sponsor introductory remarks on measure.,s340,,2011-01-14,INTRODUCED,,action
Committee on Finance. Original measure reported to Senate by Senator Baucus. With written report No. 112-1.,s340,SSFI,2011-01-14,,,action
Placed on Senate Legislative Calendar under General Orders. Calendar No. 10.,s340,,2011-01-14,REPORTED,,calendar
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s341,SSGA,2011-01-14,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s342,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s342,SSEG,2011-01-14,REFERRED,,referral
Sponsor introductory remarks on measure.,s343,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s343,SSEG,2011-01-14,REFERRED,,referral
Committee on Energy and Natural Resources. Hearings held. Hearings printed: S.Hrg. 112-121.,s343,SSEG,2011-01-16,,,hearings
Sponsor introductory remarks on measure.,s344,,2011-01-14,INTRODUCED,,action
Read twice and referred to the Committee on Armed Services.,s344,SSAS,2011-01-14,REFERRED,,referral
Read twice and referred to the Committee on the Judiciary.,s345,SSJU,2011-01-14,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s346,SSCM,2011-01-14,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s347,SSFI,2011-01-15,INTRODUCED,,referral
Read twice and referred to the Committee on the Judiciary.,s348,SSJU,2011-01-15,INTRODUCED,,referral
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s349,SSGA,2011-01-15,INTRODUCED,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Federal Financial Management, Government Information, Federal Services, and International Security.",s349,SSGA,2011-01-03,,,referral
Committee on Homeland Security and Governmental Affairs. Ordered to be reported without amendment favorably.,s349,SSGA,2011-01-11,REPORTED,,calendar
Committee on Homeland Security and Governmental Affairs. Reported by Senator Lieberman without amendment. Without written report.,s349,SSGA,2011-01-12,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 46.,s349,,2011-01-12,,,calendar
Passed Senate without amendment by Unanimous Consent.,s349,,2011-01-16,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s349,,2011-01-17,,,action
Received in the House.,s349,,2011-01-23,,14:06:00,action
Referred to the House Committee on Oversight and Government Reform.,s349,HSGO,2011-01-23,,,referral
Mr. Farenthold moved to suspend the rules and pass the bill.,s349,,2011-01-21,,17:42:00,action
Considered under suspension of the rules.,s349,,2011-01-21,,17:42:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 349.,s349,,2011-01-21,,17:42:00,action
"At the conclusion of debate, the Yeas and Nays were demanded and ordered. Pursuant to the provisions of clause 8, rule XX, the Chair announced that further proceedings on the motion would be postponed.",s349,,2011-01-21,,17:47:00,action
Considered as unfinished business.,s349,,2011-01-21,,19:02:00,action
On motion to suspend the rules and pass the bill Agreed to by the Yeas and Nays: (2/3 required): 397 - 0 (Roll no. 462).,s349,,2011-01-21,PASSED:BILL,19:10:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s349,,2011-01-21,,19:10:00,action
Presented to President.,s349,,2011-01-23,,,topresident
Signed by President.,s349,,2011-01-29,ENACTED:SIGNED,,signed
Became Public Law No: 112-22.,s349,,2011-01-29,,,enacted
Sponsor introductory remarks on measure.,s350,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s350,SSJU,2011-01-15,REFERRED,,referral
Committee on the Judiciary. Ordered to be reported without amendment favorably.,s350,SSJU,2011-01-19,REPORTED,,calendar
Committee on the Judiciary. Reported by Senator Leahy without amendment. Without written report.,s350,SSJU,2011-01-19,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 59.,s350,,2011-01-19,,,calendar
Sponsor introductory remarks on measure.,s351,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s351,SSEG,2011-01-15,REFERRED,,referral
Sponsor introductory remarks on measure.,s352,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s352,SSEG,2011-01-15,REFERRED,,referral
Sponsor introductory remarks on measure.,s353,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s353,SSGA,2011-01-15,REFERRED,,referral
Committee on Homeland Security and Governmental Affairs. Hearings held. Hearings printed: S.Hrg. 112-271.,s353,SSGA,2011-01-06,,,hearings
Sponsor introductory remarks on measure.,s354,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s354,SSJU,2011-01-15,REFERRED,,referral
Sponsor introductory remarks on measure.,s355,,2011-01-15,INTRODUCED,,action
Read twice and referred to the Committee on the Judiciary.,s355,SSJU,2011-01-15,REFERRED,,referral
Read twice and referred to the Committee on Indian Affairs.,s356,SLIA,2011-01-15,INTRODUCED,,referral
Committee on Indian Affairs. Hearings held. Hearings printed: S.Hrg. 112-626.,s356,SLIA,2012-01-02,,,hearings
Read twice and referred to the Committee on Environment and Public Works.,s357,SSEV,2011-01-15,INTRODUCED,,referral
Committee on Environment and Public Works Subcommittee on Water and Wildlife. Hearings held.,s357,SSEV,2012-01-24,,,hearings
Committee on Environment and Public Works. Ordered to be reported with an amendment favorably.,s357,SSEV,2012-01-25,REPORTED,,calendar
Committee on Environment and Public Works. Reported by Senator Boxer with amendments. With written report No. 112-214.,s357,SSEV,2012-01-19,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 515.,s357,,2012-01-19,,,calendar
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s358,SSGA,2011-01-15,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s358,,2011-01-16,,,action
Committee on Homeland Security and Governmental Affairs. Hearings held. Hearings printed: S.Hrg. 112-220.,s358,SSGA,2011-01-23,,,hearings
Committee on Homeland Security and Governmental Affairs. Hearings held. Hearings printed: S.Hrg. 112-220.,s358,SSGA,2011-01-20,,,hearings
Read twice and referred to the Committee on Finance.,s359,SSFI,2011-01-16,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s360,,2011-01-16,INTRODUCED,,action
Read twice and referred to the Committee on the Budget.,s360,SSBU,2011-01-16,REFERRED,,referral
Sponsor introductory remarks on measure.,s361,,2011-01-16,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s361,SSFI,2011-01-16,REFERRED,,referral
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s362,SSHR,2011-01-16,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s363,SSCM,2011-01-16,INTRODUCED,,referral
"Committee on Commerce, Science, and Transportation. Ordered to be reported without amendment favorably.",s363,SSCM,2011-01-05,REPORTED,,calendar
"Committee on Commerce, Science, and Transportation. Reported by Senator Rockefeller without amendment. Without written report.",s363,SSCM,2011-01-08,,,reported
Placed on Senate Legislative Calendar under General Orders. Calendar No. 226.,s363,,2011-01-08,,,calendar
Measure laid before Senate by unanimous consent.,s363,,2011-01-10,,,action
Passed Senate with an amendment by Unanimous Consent.,s363,,2011-01-10,PASS_OVER:SENATE,,vote
Message on Senate action sent to the House.,s363,,2011-01-14,,,action
Received in the House.,s363,,2011-01-14,,14:06:00,action
Referred to the House Committee on Natural Resources.,s363,HSII,2011-01-14,,,referral
"Referred to the Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs.",s363,,2011-01-29,,,referral
Subcommittee Hearings Held.,s363,,2011-01-15,,,action
"By Senator Rockefeller from Committee on Commerce, Science, and Transportation filed written report. Report No. 112-133.",s363,SSCM,2012-01-26,,,action
"Subcommittee on Fisheries, Wildlife, Oceans, and Insular Affairs Discharged.",s363,,2012-01-25,,,action
Committee Consideration and Mark-up Session Held.,s363,,2012-01-25,,,action
Ordered to be Reported by Unanimous Consent.,s363,,2012-01-25,,,calendar
Reported by the Committee on Natural Resources. H. Rept. 112-502.,s363,HSII,2012-01-30,,17:45:00,action
"Placed on the Union Calendar, Calendar No. 355.",s363,,2012-01-30,,17:46:00,calendar
Mr. Hastings (WA) moved to suspend the rules and pass the bill.,s363,,2012-01-05,,17:48:00,action
Considered under suspension of the rules.,s363,,2012-01-05,,17:49:00,action
DEBATE - The House proceeded with forty minutes of debate on S. 363.,s363,,2012-01-05,,17:49:00,action
"At the conclusion of debate, the chair put the question on the motion to suspend the rules. Mr. Hastings (WA) objected to the vote on the grounds that a quorum was not present. Further proceedings on the motion were postponed. The point of no quorum was withdrawn.",s363,,2012-01-05,,17:52:00,action
Considered as unfinished business.,s363,,2012-01-06,,23:45:00,action
On motion to suspend the rules and pass the bill Agreed to by voice vote.,s363,,2012-01-06,PASSED:BILL,23:46:00,vote
Motion to reconsider laid on the table Agreed to without objection.,s363,,2012-01-06,,23:46:00,action
Presented to President.,s363,,2012-01-07,,,topresident
Signed by President.,s363,,2012-01-15,ENACTED:SIGNED,,signed
Became Public Law No: 112-134.,s363,,2012-01-15,,,enacted
Read twice and referred to the Committee on Finance.,s364,SSFI,2011-01-16,INTRODUCED,,referral
"Committee on Health, Education, Labor, and Pensions. Original measure reported to Senate by Senator Harkin. Without written report.",s365,SSHR,2011-01-16,INTRODUCED,,action
Placed on Senate Legislative Calendar under General Orders. Calendar No. 12.,s365,,2011-01-16,REPORTED,,calendar
Passed Senate without amendment by Unanimous Consent.,s365,,2011-01-17,PASS_OVER:SENATE,,vote
Received in the House.,s365,,2011-01-18,,12:45:00,action
Message on Senate action sent to the House.,s365,,2011-01-18,,,action
Referred to the House Committee on Education and the Workforce.,s365,HSED,2011-01-18,,,referral
"Rules Committee Resolution H. Res. 384 Reported to House. Rule provides for consideration of S. 365 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Bill is closed to amendments. The amendment in the nature of a substitute printed in the report of the Committee on Rules accompanying this resolution shall be considered as adopted. All points of order against provisions in the bill, as amended, are waived.",s365,HSRU,2011-01-01,,14:56:00,action
Rule H. Res. 384 passed House.,s365,,2011-01-01,,16:47:00,action
Considered under the provisions of rule H. Res. 384.,s365,,2011-01-01,,17:00:00,action
"Rule provides for consideration of S. 365 with 1 hour of general debate. Previous question shall be considered as ordered without intervening motions except motion to recommit with or without instructions. Measure will be considered read. Bill is closed to amendments. The amendment in the nature of a substitute printed in the report of the Committee on Rules accompanying this resolution shall be considered as adopted. All points of order against provisions in the bill, as amended, are waived.",s365,HSRU,2011-01-01,,17:00:00,action
DEBATE - The House proceeded with one hour of debate on S. 365.,s365,,2011-01-01,,17:01:00,action
The previous question was ordered pursuant to the rule.,s365,,2011-01-01,,18:26:00,action
On passage Passed with amendment by recorded vote: 269 - 161 (Roll no. 690).,s365,,2011-01-01,,19:08:00,action
Motion to reconsider laid on the table Agreed to without objection.,s365,,2011-01-01,,19:08:00,action
Message on House action received in Senate and at desk: House amendment to Senate bill.,s365,,2011-01-01,,,action
Measure laid before Senate by unanimous consent.,s365,,2011-01-02,,,action
Motion by Senator Reid to agree to House amendment to the bill (S. 365) made in Senate.,s365,,2011-01-02,,,action
Senate agreed in the House amendment to the bill by Yea-Nay Vote. 74 - 26. Record Vote Number: 123.,s365,,2011-01-02,,,action
Message on Senate action sent to the House.,s365,,2011-01-02,,,action
Presented to President.,s365,,2011-01-02,,,topresident
Signed by President.,s365,,2011-01-02,ENACTED:SIGNED,,signed
Became Public Law No: 112-25.,s365,,2011-01-02,,,enacted
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s366,SSBK,2011-01-16,INTRODUCED,,referral
Read twice and referred to the Committee on Finance.,s367,SSFI,2011-01-16,INTRODUCED,,referral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s368,HSAG,2011-01-16,INTRODUCED,,referral
"Read twice and referred to the Committee on Banking, Housing, and Urban Affairs.",s369,SSBK,2011-01-16,INTRODUCED,,referral
Read twice and referred to the Committee on Small Business and Entrepreneurship.,s370,SSSB,2011-01-16,INTRODUCED,,referral
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s371,SSCM,2011-01-16,INTRODUCED,,referral
Sponsor introductory remarks on measure.,s372,,2011-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Commerce, Science, and Transportation.",s372,SSCM,2011-01-16,REFERRED,,referral
Sponsor introductory remarks on measure.,s373,,2011-01-16,INTRODUCED,,action
"Read twice and referred to the Committee on Health, Education, Labor, and Pensions.",s373,SSHR,2011-01-16,REFERRED,,referral
Sponsor introductory remarks on measure.,s374,,2011-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s374,SSFI,2011-01-17,REFERRED,,referral
"Read twice and referred to the Committee on Agriculture, Nutrition, and Forestry.",s375,HSAG,2011-01-17,INTRODUCED,,referral
"Senate Committee on Agriculture, Nutrition, and Forestry discharged by Unanimous Consent.",s375,,2011-01-14,,,action
Rereferred to Senate Committee on Energy and Natural Resources by Unanimous Consent.,s375,SSEG,2011-01-14,,,referral
Committee on Energy and Natural Resources Subcommittee on Public Lands and Forests. Hearings held. With printed Hearing: S.Hrg. 112-131.,s375,SSEG,2011-01-25,,,hearings
Read twice and referred to the Committee on Homeland Security and Governmental Affairs.,s376,SSGA,2011-01-17,INTRODUCED,,referral
"Committee on Homeland Security and Governmental Affairs referred to Subcommittee on Oversight of Government Management, the Federal Workforce, and the District of Columbia.",s376,SSGA,2011-01-09,,,referral
Sponsor introductory remarks on measure.,s377,,2011-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Energy and Natural Resources.,s377,SSEG,2011-01-17,REFERRED,,referral
Sponsor introductory remarks on measure.,s378,,2011-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Finance.,s378,SSFI,2011-01-17,REFERRED,,referral
Sponsor introductory remarks on measure.,s379,,2011-01-17,INTRODUCED,,action
Read twice and referred to the Committee on Indian Affairs.,s379,SLIA,2011-01-17,REFERRED,,referral
Committee on Indian Affairs. Ordered to be reported without amendment favorably.,s379,SLIA,2011-01-28,REPORTED,,calendar
